scenario_id,topology,profile,method,K,coverage_pct,frontier_coverage_pct,trial,seed,mappo_tag,std_coverage_pct,raw_coverage_pct,solver_status,mip_gap,result_file
3,STRAIGHT,VELODYNE64_R30,MAPPO,6,100.0,100.0,4,4,journal_r30_top10_20260707,,100.0,,,results/journal_r30_top10_20260707/mappo/mappo_velodyne64_r30_journal_r30_top10_20260707_id3_k6_t4.npy
6,CROSS,VELODYNE64_R30,MAPPO,1,46.10987688605017,46.10987688605017,0,0,journal_r30_top10_20260707,,46.10987688605017,,,results/journal_r30_top10_20260707/mappo/mappo_velodyne64_r30_journal_r30_top10_20260707_id6_k1_t0.npy
6,CROSS,VELODYNE64_R30,MAPPO,1,46.14921780986763,46.14921780986763,1,1,journal_r30_top10_20260707,,46.14921780986763,,,results/journal_r30_top10_20260707/mappo/mappo_velodyne64_r30_journal_r30_top10_20260707_id6_k1_t1.npy
6,CROSS,VELODYNE64_R30,MAPPO,1,46.05665093029714,46.05665093029714,2,2,journal_r30_top10_20260707,,46.05665093029714,,,results/journal_r30_top10_20260707/mappo/mappo_velodyne64_r30_journal_r30_top10_20260707_id6_k1_t2.npy
6,CROSS,VELODYNE64_R30,MAPPO,1,46.10987688605017,46.10987688605017,3,3,journal_r30_top10_20260707,,46.10987688605017,,,results/journal_r30_top10_20260707/mappo/mappo_velodyne64_r30_journal_r30_top10_20260707_id6_k1_t3.npy
6,CROSS,VELODYNE64_R30,MAPPO,1,46.10987688605017,46.10987688605017,4,4,journal_r30_top10_20260707,,46.10987688605017,,,results/journal_r30_top10_20260707/mappo/mappo_velodyne64_r30_journal_r30_top10_20260707_id6_k1_t4.npy
6,CROSS,VELODYNE64_R30,MAPPO,2,74.97222993612885,74.97222993612885,0,0,journal_r30_top10_20260707,,74.97222993612885,,,results/journal_r30_top10_20260707/mappo/mappo_velodyne64_r30_journal_r30_top10_20260707_id6_k2_t0.npy
6,CROSS,VELODYNE64_R30,MAPPO,2,74.56724983800797,74.56724983800797,1,1,journal_r30_top10_20260707,,74.56724983800797,,,results/journal_r30_top10_20260707/mappo/mappo_velodyne64_r30_journal_r30_top10_20260707_id6_k2_t1.npy
6,CROSS,VELODYNE64_R30,MAPPO,2,74.13681384800518,74.13681384800518,2,2,journal_r30_top10_20260707,,74.13681384800518,,,results/journal_r30_top10_20260707/mappo/mappo_velodyne64_r30_journal_r30_top10_20260707_id6_k2_t2.npy
6,CROSS,VELODYNE64_R30,MAPPO,2,74.338146811071,74.338146811071,3,3,journal_r30_top10_20260707,,74.338146811071,,,results/journal_r30_top10_20260707/mappo/mappo_velodyne64_r30_journal_r30_top10_20260707_id6_k2_t3.npy
6,CROSS,VELODYNE64_R30,MAPPO,2,75.49060446172359,75.49060446172359,4,4,journal_r30_top10_20260707,,75.49060446172359,,,results/journal_r30_top10_20260707/mappo/mappo_velodyne64_r30_journal_r30_top10_20260707_id6_k2_t4.npy
6,CROSS,VELODYNE64_R30,MAPPO,3,87.1285753957234,87.1285753957234,0,0,journal_r30_top10_20260707,,87.1285753957234,,,results/journal_r30_top10_20260707/mappo/mappo_velodyne64_r30_journal_r30_top10_20260707_id6_k3_t0.npy
6,CROSS,VELODYNE64_R30,MAPPO,3,85.99231694899565,85.99231694899565,1,1,journal_r30_top10_20260707,,85.99231694899565,,,results/journal_r30_top10_20260707/mappo/mappo_velodyne64_r30_journal_r30_top10_20260707_id6_k3_t1.npy
6,CROSS,VELODYNE64_R30,MAPPO,3,86.48292141071924,86.48292141071924,2,2,journal_r30_top10_20260707,,86.48292141071924,,,results/journal_r30_top10_20260707/mappo/mappo_velodyne64_r30_journal_r30_top10_20260707_id6_k3_t2.npy
6,CROSS,VELODYNE64_R30,MAPPO,3,86.30241599555679,86.30241599555679,3,3,journal_r30_top10_20260707,,86.30241599555679,,,results/journal_r30_top10_20260707/mappo/mappo_velodyne64_r30_journal_r30_top10_20260707_id6_k3_t3.npy
6,CROSS,VELODYNE64_R30,MAPPO,3,86.08951217254467,86.08951217254467,4,4,journal_r30_top10_20260707,,86.08951217254467,,,results/journal_r30_top10_20260707/mappo/mappo_velodyne64_r30_journal_r30_top10_20260707_id6_k3_t4.npy
6,CROSS,VELODYNE64_R30,MAPPO,4,94.77459964824587,94.77459964824587,0,0,journal_r30_top10_20260707,,94.77459964824587,,,results/journal_r30_top10_20260707/mappo/mappo_velodyne64_r30_journal_r30_top10_20260707_id6_k4_t0.npy
6,CROSS,VELODYNE64_R30,MAPPO,4,96.6166805516986,96.6166805516986,1,1,journal_r30_top10_20260707,,96.6166805516986,,,results/journal_r30_top10_20260707/mappo/mappo_velodyne64_r30_journal_r30_top10_20260707_id6_k4_t1.npy
6,CROSS,VELODYNE64_R30,MAPPO,4,95.84606127927428,95.84606127927428,2,2,journal_r30_top10_20260707,,95.84606127927428,,,results/journal_r30_top10_20260707/mappo/mappo_velodyne64_r30_journal_r30_top10_20260707_id6_k4_t2.npy
6,CROSS,VELODYNE64_R30,MAPPO,4,97.30861797648801,97.30861797648801,3,3,journal_r30_top10_20260707,,97.30861797648801,,,results/journal_r30_top10_20260707/mappo/mappo_velodyne64_r30_journal_r30_top10_20260707_id6_k4_t3.npy
6,CROSS,VELODYNE64_R30,MAPPO,4,94.90187910765529,94.90187910765529,4,4,journal_r30_top10_20260707,,94.90187910765529,,,results/journal_r30_top10_20260707/mappo/mappo_velodyne64_r30_journal_r30_top10_20260707_id6_k4_t4.npy
6,CROSS,VELODYNE64_R30,MAPPO,5,98.50041655095806,98.50041655095806,0,0,journal_r30_top10_20260707,,98.50041655095806,,,results/journal_r30_top10_20260707/mappo/mappo_velodyne64_r30_journal_r30_top10_20260707_id6_k5_t0.npy
6,CROSS,VELODYNE64_R30,MAPPO,5,98.61612515042117,98.61612515042117,1,1,journal_r30_top10_20260707,,98.61612515042117,,,results/journal_r30_top10_20260707/mappo/mappo_velodyne64_r30_journal_r30_top10_20260707_id6_k5_t1.npy
6,CROSS,VELODYNE64_R30,MAPPO,5,98.93316671295011,98.93316671295011,2,2,journal_r30_top10_20260707,,98.93316671295011,,,results/journal_r30_top10_20260707/mappo/mappo_velodyne64_r30_journal_r30_top10_20260707_id6_k5_t2.npy
6,CROSS,VELODYNE64_R30,MAPPO,5,98.97482180875683,98.97482180875683,3,3,journal_r30_top10_20260707,,98.97482180875683,,,results/journal_r30_top10_20260707/mappo/mappo_velodyne64_r30_journal_r30_top10_20260707_id6_k5_t3.npy
6,CROSS,VELODYNE64_R30,MAPPO,5,99.07895954827363,99.07895954827363,4,4,journal_r30_top10_20260707,,99.07895954827363,,,results/journal_r30_top10_20260707/mappo/mappo_velodyne64_r30_journal_r30_top10_20260707_id6_k5_t4.npy
6,CROSS,VELODYNE64_R30,MAPPO,6,99.35203184300657,99.35203184300657,0,0,journal_r30_top10_20260707,,99.35203184300657,,,results/journal_r30_top10_20260707/mappo/mappo_velodyne64_r30_journal_r30_top10_20260707_id6_k6_t0.npy
6,CROSS,VELODYNE64_R30,MAPPO,6,99.21780986762936,99.21780986762936,1,1,journal_r30_top10_20260707,,99.21780986762936,,,results/journal_r30_top10_20260707/mappo/mappo_velodyne64_r30_journal_r30_top10_20260707_id6_k6_t1.npy
6,CROSS,VELODYNE64_R30,MAPPO,6,99.18309728779043,99.18309728779043,2,2,journal_r30_top10_20260707,,99.18309728779043,,,results/journal_r30_top10_20260707/mappo/mappo_velodyne64_r30_journal_r30_top10_20260707_id6_k6_t2.npy
6,CROSS,VELODYNE64_R30,MAPPO,6,99.78246783300935,99.78246783300935,3,3,journal_r30_top10_20260707,,99.78246783300935,,,results/journal_r30_top10_20260707/mappo/mappo_velodyne64_r30_journal_r30_top10_20260707_id6_k6_t3.npy
6,CROSS,VELODYNE64_R30,MAPPO,6,99.08127372026289,99.08127372026289,4,4,journal_r30_top10_20260707,,99.08127372026289,,,results/journal_r30_top10_20260707/mappo/mappo_velodyne64_r30_journal_r30_top10_20260707_id6_k6_t4.npy
9,T_JUNCTION,VELODYNE64_R30,MAPPO,1,50.5945945945946,50.5945945945946,0,0,journal_r30_top10_20260707,,50.5945945945946,,,results/journal_r30_top10_20260707/mappo/mappo_velodyne64_r30_journal_r30_top10_20260707_id9_k1_t0.npy
9,T_JUNCTION,VELODYNE64_R30,MAPPO,1,50.5945945945946,50.5945945945946,1,1,journal_r30_top10_20260707,,50.5945945945946,,,results/journal_r30_top10_20260707/mappo/mappo_velodyne64_r30_journal_r30_top10_20260707_id9_k1_t1.npy
9,T_JUNCTION,VELODYNE64_R30,MAPPO,1,33.71846846846847,33.71846846846847,2,2,journal_r30_top10_20260707,,33.71846846846847,,,results/journal_r30_top10_20260707/mappo/mappo_velodyne64_r30_journal_r30_top10_20260707_id9_k1_t2.npy
9,T_JUNCTION,VELODYNE64_R30,MAPPO,1,33.71846846846847,33.71846846846847,3,3,journal_r30_top10_20260707,,33.71846846846847,,,results/journal_r30_top10_20260707/mappo/mappo_velodyne64_r30_journal_r30_top10_20260707_id9_k1_t3.npy
9,T_JUNCTION,VELODYNE64_R30,MAPPO,1,33.71846846846847,33.71846846846847,4,4,journal_r30_top10_20260707,,33.71846846846847,,,results/journal_r30_top10_20260707/mappo/mappo_velodyne64_r30_journal_r30_top10_20260707_id9_k1_t4.npy
9,T_JUNCTION,VELODYNE64_R30,MAPPO,2,75.70945945945947,75.70945945945947,0,0,journal_r30_top10_20260707,,75.70945945945947,,,results/journal_r30_top10_20260707/mappo/mappo_velodyne64_r30_journal_r30_top10_20260707_id9_k2_t0.npy
9,T_JUNCTION,VELODYNE64_R30,MAPPO,2,79.1463963963964,79.1463963963964,1,1,journal_r30_top10_20260707,,79.1463963963964,,,results/journal_r30_top10_20260707/mappo/mappo_velodyne64_r30_journal_r30_top10_20260707_id9_k2_t1.npy
9,T_JUNCTION,VELODYNE64_R30,MAPPO,2,78.5608108108108,78.5608108108108,2,2,journal_r30_top10_20260707,,78.5608108108108,,,results/journal_r30_top10_20260707/mappo/mappo_velodyne64_r30_journal_r30_top10_20260707_id9_k2_t2.npy
9,T_JUNCTION,VELODYNE64_R30,MAPPO,2,79.1036036036036,79.1036036036036,3,3,journal_r30_top10_20260707,,79.1036036036036,,,results/journal_r30_top10_20260707/mappo/mappo_velodyne64_r30_journal_r30_top10_20260707_id9_k2_t3.npy
9,T_JUNCTION,VELODYNE64_R30,MAPPO,2,78.60810810810811,78.60810810810811,4,4,journal_r30_top10_20260707,,78.60810810810811,,,results/journal_r30_top10_20260707/mappo/mappo_velodyne64_r30_journal_r30_top10_20260707_id9_k2_t4.npy
9,T_JUNCTION,VELODYNE64_R30,MAPPO,3,87.89414414414415,87.89414414414415,0,0,journal_r30_top10_20260707,,87.89414414414415,,,results/journal_r30_top10_20260707/mappo/mappo_velodyne64_r30_journal_r30_top10_20260707_id9_k3_t0.npy
9,T_JUNCTION,VELODYNE64_R30,MAPPO,3,88.490990990991,88.490990990991,1,1,journal_r30_top10_20260707,,88.490990990991,,,results/journal_r30_top10_20260707/mappo/mappo_velodyne64_r30_journal_r30_top10_20260707_id9_k3_t1.npy
9,T_JUNCTION,VELODYNE64_R30,MAPPO,3,88.32882882882883,88.32882882882883,2,2,journal_r30_top10_20260707,,88.32882882882883,,,results/journal_r30_top10_20260707/mappo/mappo_velodyne64_r30_journal_r30_top10_20260707_id9_k3_t2.npy
9,T_JUNCTION,VELODYNE64_R30,MAPPO,3,90.08333333333334,90.08333333333334,3,3,journal_r30_top10_20260707,,90.08333333333334,,,results/journal_r30_top10_20260707/mappo/mappo_velodyne64_r30_journal_r30_top10_20260707_id9_k3_t3.npy
9,T_JUNCTION,VELODYNE64_R30,MAPPO,3,87.50225225225225,87.50225225225225,4,4,journal_r30_top10_20260707,,87.50225225225225,,,results/journal_r30_top10_20260707/mappo/mappo_velodyne64_r30_journal_r30_top10_20260707_id9_k3_t4.npy
9,T_JUNCTION,VELODYNE64_R30,MAPPO,4,92.23423423423424,92.23423423423424,0,0,journal_r30_top10_20260707,,92.23423423423424,,,results/journal_r30_top10_20260707/mappo/mappo_velodyne64_r30_journal_r30_top10_20260707_id9_k4_t0.npy
9,T_JUNCTION,VELODYNE64_R30,MAPPO,4,91.77927927927928,91.77927927927928,1,1,journal_r30_top10_20260707,,91.77927927927928,,,results/journal_r30_top10_20260707/mappo/mappo_velodyne64_r30_journal_r30_top10_20260707_id9_k4_t1.npy
9,T_JUNCTION,VELODYNE64_R30,MAPPO,4,94.6036036036036,94.6036036036036,2,2,journal_r30_top10_20260707,,94.6036036036036,,,results/journal_r30_top10_20260707/mappo/mappo_velodyne64_r30_journal_r30_top10_20260707_id9_k4_t2.npy
9,T_JUNCTION,VELODYNE64_R30,MAPPO,4,92.99774774774775,92.99774774774775,3,3,journal_r30_top10_20260707,,92.99774774774775,,,results/journal_r30_top10_20260707/mappo/mappo_velodyne64_r30_journal_r30_top10_20260707_id9_k4_t3.npy
9,T_JUNCTION,VELODYNE64_R30,MAPPO,4,94.86261261261262,94.86261261261262,4,4,journal_r30_top10_20260707,,94.86261261261262,,,results/journal_r30_top10_20260707/mappo/mappo_velodyne64_r30_journal_r30_top10_20260707_id9_k4_t4.npy
9,T_JUNCTION,VELODYNE64_R30,MAPPO,5,96.43468468468468,96.43468468468468,0,0,journal_r30_top10_20260707,,96.43468468468468,,,results/journal_r30_top10_20260707/mappo/mappo_velodyne64_r30_journal_r30_top10_20260707_id9_k5_t0.npy
9,T_JUNCTION,VELODYNE64_R30,MAPPO,5,97.09234234234233,97.09234234234233,1,1,journal_r30_top10_20260707,,97.09234234234233,,,results/journal_r30_top10_20260707/mappo/mappo_velodyne64_r30_journal_r30_top10_20260707_id9_k5_t1.npy
9,T_JUNCTION,VELODYNE64_R30,MAPPO,5,96.00225225225225,96.00225225225225,2,2,journal_r30_top10_20260707,,96.00225225225225,,,results/journal_r30_top10_20260707/mappo/mappo_velodyne64_r30_journal_r30_top10_20260707_id9_k5_t2.npy
9,T_JUNCTION,VELODYNE64_R30,MAPPO,5,96.9572072072072,96.9572072072072,3,3,journal_r30_top10_20260707,,96.9572072072072,,,results/journal_r30_top10_20260707/mappo/mappo_velodyne64_r30_journal_r30_top10_20260707_id9_k5_t3.npy
9,T_JUNCTION,VELODYNE64_R30,MAPPO,5,97.2972972972973,97.2972972972973,4,4,journal_r30_top10_20260707,,97.2972972972973,,,results/journal_r30_top10_20260707/mappo/mappo_velodyne64_r30_journal_r30_top10_20260707_id9_k5_t4.npy
9,T_JUNCTION,VELODYNE64_R30,MAPPO,6,98.00675675675676,98.00675675675676,0,0,journal_r30_top10_20260707,,98.00675675675676,,,results/journal_r30_top10_20260707/mappo/mappo_velodyne64_r30_journal_r30_top10_20260707_id9_k6_t0.npy
9,T_JUNCTION,VELODYNE64_R30,MAPPO,6,96.98648648648648,96.98648648648648,1,1,journal_r30_top10_20260707,,96.98648648648648,,,results/journal_r30_top10_20260707/mappo/mappo_velodyne64_r30_journal_r30_top10_20260707_id9_k6_t1.npy
9,T_JUNCTION,VELODYNE64_R30,MAPPO,6,98.00450450450451,98.00450450450451,2,2,journal_r30_top10_20260707,,98.00450450450451,,,results/journal_r30_top10_20260707/mappo/mappo_velodyne64_r30_journal_r30_top10_20260707_id9_k6_t2.npy
9,T_JUNCTION,VELODYNE64_R30,MAPPO,6,98.08783783783784,98.08783783783784,3,3,journal_r30_top10_20260707,,98.08783783783784,,,results/journal_r30_top10_20260707/mappo/mappo_velodyne64_r30_journal_r30_top10_20260707_id9_k6_t3.npy
9,T_JUNCTION,VELODYNE64_R30,MAPPO,6,98.36711711711712,98.36711711711712,4,4,journal_r30_top10_20260707,,98.36711711711712,,,results/journal_r30_top10_20260707/mappo/mappo_velodyne64_r30_journal_r30_top10_20260707_id9_k6_t4.npy
0,STRAIGHT,VELODYNE64_R30,MAPPO_MEAN,1,58.36944444444444,,,,journal_r30_top10_20260707,0.027216552697595122,,,,
0,STRAIGHT,VELODYNE64_R30,MAPPO_MEAN,2,99.33055555555555,,,,journal_r30_top10_20260707,0.3274244800308267,,,,
0,STRAIGHT,VELODYNE64_R30,MAPPO_MEAN,3,99.91666666666667,,,,journal_r30_top10_20260707,0.05270462766947449,,,,
0,STRAIGHT,VELODYNE64_R30,MAPPO_MEAN,4,100.0,,,,journal_r30_top10_20260707,0.0,,,,
0,STRAIGHT,VELODYNE64_R30,MAPPO_MEAN,5,100.0,,,,journal_r30_top10_20260707,0.0,,,,
0,STRAIGHT,VELODYNE64_R30,MAPPO_MEAN,6,100.0,,,,journal_r30_top10_20260707,0.0,,,,
1,T_JUNCTION,VELODYNE64_R30,MAPPO_MEAN,1,56.15876598946576,,,,journal_r30_top10_20260707,2.852294314490202,,,,
1,T_JUNCTION,VELODYNE64_R30,MAPPO_MEAN,2,78.05680963130173,,,,journal_r30_top10_20260707,1.1188594350732641,,,,
1,T_JUNCTION,VELODYNE64_R30,MAPPO_MEAN,3,97.56772009029345,,,,journal_r30_top10_20260707,0.7736066894447972,,,,
1,T_JUNCTION,VELODYNE64_R30,MAPPO_MEAN,4,99.22121896162528,,,,journal_r30_top10_20260707,0.758846923028911,,,,
1,T_JUNCTION,VELODYNE64_R30,MAPPO_MEAN,5,99.91911211437171,,,,journal_r30_top10_20260707,0.0478113808394996,,,,
1,T_JUNCTION,VELODYNE64_R30,MAPPO_MEAN,6,99.9849510910459,,,,journal_r30_top10_20260707,0.03009781790819943,,,,
2,CROSS,VELODYNE64_R30,MAPPO_MEAN,1,54.96423462088698,,,,journal_r30_top10_20260707,0.0,,,,
2,CROSS,VELODYNE64_R30,MAPPO_MEAN,2,70.95135908440629,,,,journal_r30_top10_20260707,0.4141130526379053,,,,
2,CROSS,VELODYNE64_R30,MAPPO_MEAN,3,83.25894134477825,,,,journal_r30_top10_20260707,0.5859517495886346,,,,
2,CROSS,VELODYNE64_R30,MAPPO_MEAN,4,95.91845493562232,,,,journal_r30_top10_20260707,2.1280447457901484,,,,
2,CROSS,VELODYNE64_R30,MAPPO_MEAN,5,97.84692417739628,,,,journal_r30_top10_20260707,1.9694900243502746,,,,
2,CROSS,VELODYNE64_R30,MAPPO_MEAN,6,99.24606580829757,,,,journal_r30_top10_20260707,0.3678545309793263,,,,
3,STRAIGHT,VELODYNE64_R30,MAPPO_MEAN,1,51.925,,,,journal_r30_top10_20260707,0.2041241452319373,,,,
3,STRAIGHT,VELODYNE64_R30,MAPPO_MEAN,2,96.2275,,,,journal_r30_top10_20260707,0.3176476034853701,,,,
3,STRAIGHT,VELODYNE64_R30,MAPPO_MEAN,3,99.18583333333333,,,,journal_r30_top10_20260707,0.4132577215787328,,,,
3,STRAIGHT,VELODYNE64_R30,MAPPO_MEAN,4,99.89666666666666,,,,journal_r30_top10_20260707,0.09388971071303759,,,,
3,STRAIGHT,VELODYNE64_R30,MAPPO_MEAN,5,100.0,,,,journal_r30_top10_20260707,0.0,,,,
3,STRAIGHT,VELODYNE64_R30,MAPPO_MEAN,6,100.0,,,,journal_r30_top10_20260707,0.0,,,,
6,CROSS,VELODYNE64_R30,MAPPO_MEAN,1,46.10709987966306,,,,journal_r30_top10_20260707,0.02946914260803831,,,,
6,CROSS,VELODYNE64_R30,MAPPO_MEAN,2,74.70100897898732,,,,journal_r30_top10_20260707,0.4826796951343039,,,,
6,CROSS,VELODYNE64_R30,MAPPO_MEAN,3,86.39914838470796,,,,journal_r30_top10_20260707,0.4024488142269698,,,,
6,CROSS,VELODYNE64_R30,MAPPO_MEAN,4,95.8895677126724,,,,journal_r30_top10_20260707,0.9760094371296413,,,,
6,CROSS,VELODYNE64_R30,MAPPO_MEAN,5,98.82069795427196,,,,journal_r30_top10_20260707,0.2225006267497929,,,,
6,CROSS,VELODYNE64_R30,MAPPO_MEAN,6,99.32333611033972,,,,journal_r30_top10_20260707,0.24536597146921404,,,,
9,T_JUNCTION,VELODYNE64_R30,MAPPO_MEAN,1,40.468918918918924,,,,journal_r30_top10_20260707,8.26757956877223,,,,
9,T_JUNCTION,VELODYNE64_R30,MAPPO_MEAN,2,78.22567567567567,,,,journal_r30_top10_20260707,1.281280473832951,,,,
9,T_JUNCTION,VELODYNE64_R30,MAPPO_MEAN,3,88.45990990990991,,,,journal_r30_top10_20260707,0.8821395565466145,,,,
9,T_JUNCTION,VELODYNE64_R30,MAPPO_MEAN,4,93.2954954954955,,,,journal_r30_top10_20260707,1.2394227431767884,,,,
9,T_JUNCTION,VELODYNE64_R30,MAPPO_MEAN,5,96.75675675675676,,,,journal_r30_top10_20260707,0.47286141970621043,,,,
9,T_JUNCTION,VELODYNE64_R30,MAPPO_MEAN,6,97.89054054054054,,,,journal_r30_top10_20260707,0.47113887199165366,,,,
